Discutevano	O	O	O	O	
da	O	O	O	O	
quasi	O	O	O	O	
mezz	O	O	O	O	
'	O	O	O	O	
ora	O	O	O	O	
,	O	O	O	O	
il	B-PER	O	O	O	
giovine	I-PER	O	O	O	
schermendosi	O	O	O	O	
con	O	O	O	O	
parole	O	O	O	O	
vaghe	O	O	O	O	
e	O	O	O	O	
perplesse	O	O	O	O	
,	O	O	O	O	
la	B-PER	O	O	O	
donna	I-PER	O	O	O	
indagando	O	O	O	O	
con	O	O	O	O	
una	O	O	O	O	
ostinazione	O	O	O	O	
che	O	O	O	O	
diveniva	O	O	O	O	
a	O	O	O	O	
grado	O	O	O	O	
a	O	O	O	O	
grado	O	O	O	O	
impaziente	O	O	O	O	
.	O	O	O	O	

Finalmente	O	O	O	O	
egli	O	O	O	O	
disse	O	O	O	O	
:	O	O	O	O	
—	O	O	O	O	
Hai	O	O	O	O	
ragione	O	O	O	O	
.	O	O	O	O	

Oggi	O	O	O	O	
io	O	O	O	O	
sono	O	O	O	O	
diverso	O	O	O	O	
,	O	O	O	O	
oggi	O	O	O	O	
io	O	O	O	O	
ti	O	O	O	O	
devo	O	O	O	O	
confessare	O	O	O	O	
qualche	O	O	O	O	
cosa	O	O	O	O	
di	O	O	O	O	
abbastanza	O	O	O	O	
grave	O	O	O	O	
e	O	O	O	O	
mi	O	O	O	O	
è	O	O	O	O	
mancato	O	O	O	O	
fino	O	O	O	O	
ad	O	O	O	O	
ora	O	O	O	O	
il	O	O	O	O	
coraggio	O	O	O	O	
di	O	O	O	O	
farlo	O	O	O	O	
.	O	O	O	O	

Devi	O	O	O	O	
darmelo	O	O	O	O	
tu	O	O	O	O	
questo	O	O	O	O	
coraggio	O	O	O	O	
,	O	O	O	O	
tu	O	O	O	O	
che	O	O	O	O	
sei	O	O	O	O	
una	B-PER	O	O	O	
piccola	I-PER	O	O	O	
donna	I-PER	O	O	O	
forte	I-PER	O	O	O	
,	O	O	O	O	
capace	O	O	O	O	
di	O	O	O	O	
affrontare	O	O	O	O	
sola	O	O	O	O	
la	O	O	O	O	
vita	O	O	O	O	
e	O	O	O	O	
tutte	O	O	O	O	
le	O	O	O	O	
sue	O	O	O	O	
sorde	O	O	O	O	
ostilità	O	O	O	O	
.	O	O	O	O	

Confortami	O	O	O	O	
tu	O	O	O	O	
,	O	O	O	O	
Ottavia	B-PER	O	O	O	
,	O	O	O	O	
a	O	O	O	O	
parlare	O	O	O	O	
.	O	O	O	O	

Dimmi	O	O	O	O	
che	O	O	O	O	
sarai	O	O	O	O	
indulgente	O	O	O	O	
e	O	O	O	O	
clemente	O	O	O	O	
col	O	O	O	O	
tuo	B-PER	O	O	O	
povero	I-PER	O	O	O	
amico	I-PER	O	O	O	
che	O	O	O	O	
ha	O	O	O	O	
paura	O	O	O	O	
,	O	O	O	O	
che	O	O	O	O	
ha	O	O	O	O	
paura	O	O	O	O	
di	O	O	O	O	
te	O	O	O	O	
.	O	O	O	O	

Ottavia	B-PER	O	O	O	
Dimauro	I-PER	O	O	O	
che	O	O	O	O	
ascoltava	O	O	O	O	
,	O	O	O	O	
adagiata	O	O	O	O	
nell	O	O	O	O	
'	O	O	O	O	
angolo	O	O	O	O	
del	O	O	O	O	
divano	O	O	O	O	
giallo	O	O	O	O	
-	O	O	O	O	
oro	O	O	O	O	
,	O	O	O	O	
coi	O	O	O	O	
capelli	O	O	O	O	
neri	O	O	O	O	
sciolti	O	O	O	O	
sulla	O	O	O	O	
spalliera	O	O	O	O	
come	O	O	O	O	
un	O	O	O	O	
viluppo	O	O	O	O	
