Clotilde	B-PER	O	O	O	
entrò	O	O	O	O	
un	O	O	O	O	
poco	O	O	O	O	
sbadatamente	O	O	O	O	
,	O	O	O	O	
cantando	O	O	O	O	
,	O	O	O	O	
nel	O	O	O	O	
salotto	O	B-FAC	O	O	
terreno	O	I-FAC	O	O	
della	O	I-FAC	O	O	
villetta	B-FAC	I-FAC	O	O	
dove	O	O	O	O	
accanto	O	O	O	O	
alla	O	O	O	O	
nonna	B-PER	O	O	O	
che	O	O	O	O	
raccomodava	O	O	O	O	
il	O	O	O	O	
bucato	O	O	O	O	
,	O	O	O	O	
suo	B-PER	O	O	O	
fratello	I-PER	O	O	O	
declamava	O	O	O	O	
con	O	O	O	O	
molto	O	O	O	O	
fervore	O	O	O	O	
,	O	O	O	O	
leggendo	O	O	O	O	
.	O	O	O	O	

C	O	O	O	O	
'	O	O	O	O	
era	O	O	O	O	
anche	O	O	O	O	
il	O	O	O	O	
loro	B-PER	O	O	O	
vicino	I-PER	O	O	O	
,	I-PER	O	O	O	
l	I-PER	O	O	O	
'	I-PER	O	O	O	
avvocato	I-PER	O	O	O	
Dardanelli	I-PER	O	O	O	
.	O	O	O	O	

—	O	O	O	O	
Ssss	O	O	O	O	
!	O	O	O	O	

—	O	O	O	O	
le	O	O	O	O	
fece	O	O	O	O	
questi	O	O	O	O	
con	O	O	O	O	
un	O	O	O	O	
'	O	O	O	O	
energia	O	O	O	O	
così	O	O	O	O	
brusca	O	O	O	O	
che	O	O	O	O	
la	O	O	O	O	
inchiodò	O	O	O	O	
sulla	O	O	O	O	
soglia	O	O	O	O	
,	O	O	O	O	
muta	O	O	O	O	
,	O	O	O	O	
sorpresa	O	O	O	O	
.	O	O	O	O	

Ma	O	O	O	O	
Roberto	B-PER	O	O	O	
aveva	O	O	O	O	
già	O	O	O	O	
lasciato	O	O	O	O	
ricascare	O	O	O	O	
sulle	O	O	O	O	
ginocchia	O	O	O	O	
le	O	O	O	O	
mani	O	O	O	O	
,	O	O	O	O	
che	O	O	O	O	
reggevano	O	O	O	O	
il	O	O	O	O	
manoscritto	O	O	O	O	
,	O	O	O	O	
in	O	O	O	O	
atto	O	O	O	O	
di	O	O	O	O	
scoraggiamento	O	O	O	O	
.	O	O	O	O	

—	O	O	O	O	
Quella	O	O	O	O	
sgarbataggine	O	O	O	O	
...	O	O	O	O	
—	O	O	O	O	
cominciò	O	O	O	O	
a	O	O	O	O	
rimproverare	O	O	O	O	
seccamente	O	O	O	O	
la	B-PER	O	O	O	
nonna	I-PER	O	O	O	
,	O	O	O	O	
levando	O	O	O	O	
la	O	O	O	O	
testa	O	O	O	O	
piccina	O	O	O	O	
e	O	O	O	O	
ossuta	O	O	O	O	
dall	O	O	O	O	
'	O	O	O	O	
enorme	O	O	O	O	
lenzuolo	O	O	O	O	
che	O	O	O	O	
la	O	O	O	O	
seppelliva	O	O	O	O	
ammonticchiandosi	O	O	O	O	
su	O	O	O	O	
una	O	O	O	O	
sedia	O	O	O	O	
di	O	O	O	O	
contro	O	O	O	O	
.	O	O	O	O	

E	O	O	O	O	
dopo	O	O	O	O	
un	O	O	O	O	
momento	O	O	O	O	
di	O	O	O	O	
silenzio	O	O	O	O	
generale	O	O	O	O	
disse	O	O	O	O	
a	O	O	O	O	
Roberto	B-PER	O	O	O	
,	O	O	O	O	
guardandolo	O	O	O	O	
attraverso	O	O	O	O	
gli	O	O	O	O	
occhiali	O	O	O	O	
amorosamente	O	O	O	O	
:	O	O	O	O	
—	O	O	O	O	
Continua	O	O	O	O	
.	O	O	O	O	

—	O	O	O	O	
No	O	O	O	O	
,	O	O	O	O	
è	O	O	O	O	
inutile	O	O	O	O	
,	O	O	O	O	
—	O	O	O	O	
mormorò	O	O	O	O	
il	B-PER	O	O	O	
giovane	I-PER	O	O	O	
con	O	O	O	O	
languore	O	O	O	O	
