CAPITOLO	O	O	O	O	
PRIMO	O	O	O	O	
.	O	O	O	O	

La	O	O	O	O	
maschera	O	O	O	O	
misteriosa	O	O	O	O	
.	O	O	O	O	

La	O	O	O	O	
mezzanotte	O	O	O	O	
era	O	O	O	O	
ribattuta	O	O	O	O	
a	O	O	O	O	
tutti	O	O	O	O	
gli	O	O	O	O	
orologi	O	O	O	O	
della	O	O	O	O	
città	B-GPE	O	O	O	
,	O	O	O	O	
quando	O	O	O	O	
Maria	O	B-PER	O	O	
,	O	I-PER	O	O	
la	O	I-PER	O	O	
bella	O	I-PER	O	O	
guantaia	O	I-PER	O	O	
di	O	I-PER	O	O	
Porta	B-LOC	I-PER	O	O	
Vittoria	I-LOC	I-PER	O	O	
,	O	O	O	O	
si	O	O	O	O	
decise	O	O	O	O	
chiudere	O	O	O	O	
il	B-FAC	O	O	O	
suo	I-FAC	O	O	O	
negozio	I-FAC	O	O	O	
.	O	O	O	O	

Aveva	O	O	O	O	
fatto	O	O	O	O	
così	O	O	O	O	
tardi	O	O	O	O	
,	O	O	O	O	
perchè	O	O	O	O	
era	O	O	O	O	
l	O	O	O	O	
'	O	O	O	O	
ultimo	O	O	O	O	
giorno	O	O	O	O	
di	O	O	O	O	
carnevale	O	O	O	O	
e	O	O	O	O	
gli	B-PER	O	O	O	
avventori	I-PER	O	O	O	
non	O	O	O	O	
erano	O	O	O	O	
mancati	O	O	O	O	
.	O	O	O	O	

Maria	B-PER	O	O	O	
appariva	O	O	O	O	
stanca	O	O	O	O	
,	O	O	O	O	
abbattuta	O	O	O	O	
.	O	O	O	O	

I	O	O	O	O	
suoi	O	O	O	O	
grandi	O	O	O	O	
occhi	O	O	O	O	
azzurri	O	O	O	O	
,	O	O	O	O	
lieti	O	O	O	O	
e	O	O	O	O	
brillanti	O	O	O	O	
,	O	O	O	O	
si	O	O	O	O	
mostravano	O	O	O	O	
leggermente	O	O	O	O	
velati	O	O	O	O	
;	O	O	O	O	
i	O	O	O	O	
capelli	O	O	O	O	
finissimi	O	O	O	O	
castani	O	O	O	O	
,	O	O	O	O	
le	O	O	O	O	
cadevano	O	O	O	O	
in	O	O	O	O	
disordine	O	O	O	O	
sul	O	O	O	O	
collo	O	O	O	O	
e	O	O	O	O	
sulla	O	O	O	O	
fronte	O	O	O	O	
;	O	O	O	O	
le	O	O	O	O	
guancie	O	O	O	O	
aveva	O	O	O	O	
pallide	O	O	O	O	
,	O	O	O	O	
la	O	O	O	O	
piccola	O	O	O	O	
bocca	O	O	O	O	
sorridente	O	O	O	O	
,	O	O	O	O	
un	O	O	O	O	
po	O	O	O	O	
'	O	O	O	O	
scolorita	O	O	O	O	
.	O	O	O	O	

Tuttavia	O	O	O	O	
era	O	O	O	O	
sempre	O	O	O	O	
affascinante	O	O	O	O	
:	O	O	O	O	
un	O	O	O	O	
abito	O	O	O	O	
di	O	O	O	O	
panno	O	O	O	O	
verde	O	O	O	O	
con	O	O	O	O	
corsaletto	O	O	O	O	
di	O	O	O	O	
panno	O	O	O	O	
bianco	O	O	O	O	
ricamato	O	O	O	O	
in	O	O	O	O	
spighetta	O	O	O	O	
dorata	O	O	O	O	
,	O	O	O	O	
dava	O	O	O	O	
risalto	O	O	O	O	
alla	O	O	O	O	
grazia	O	O	O	O	
delle	O	O	O	O	
tornite	O	O	O	O	
spalle	O	O	O	O	
e	O	O	O	O	
faceva	O	O	O	O	
spiccare	O	O	O	O	
la	O	O	O	O	
vita	O	O	O	O	
sottile	O	O	O	O	
,	O	O	O	O	
flessibile	O	O	O	O	
:	O	O	O	O	
alla	O	O	O	O	
leggiadra	O	O	O	O	
semplicità	O	O	O	O	
del	O	O	O	O	
suo	O	O	O	O	
portamento	O	O	O	O	
,	O	O	O	O	
univa	O	O	O	O	
un	O	O	O	O	
'	O	O	O	O	
altera	O	O	O	O	
castità	O	O	O	O	
.	O	O	O	O	

Messi	O	O	O	O	
gli	O	O	O	O	
sporti	O	O	O	O	
alle	O	O	O	O	
vetrine	O	O	O	O	
,	O	O	O	O	
Maria	B-PER	O	O	O	
stava	O	O	O	O	
per	O	O	O	O	
ritirarsi	O	O	O	O	
,	O	O	O	O	
quando	O	O	O	O	
un	B-PER	O	O	O	
individuo	I-PER	O	O	O	
mascherato	I-PER	O	O	O	
,	O	O	O	O	
che	O	O	O	O	
veniva	O	O	O	O	
correndo	O	O	O	O	
dalla	B-LOC	O	O	O	
parte	I-LOC	O	O	O	
del	I-LOC	O	O	O	
bastioni	I-LOC	O	O	O	
,	O	O	O	O	
si	O	O	O	O	
slanciò	O	O	O	O	
nel	O	O	O	O	
negozio	B-FAC	O	O	O	
,	O	O	O	O	
respingendo	O	O	O	O	
indietro	O	O	O	O	
con	O	O	O	O	
un	O	O	O	O	
urto	O	O	O	O	
la	B-PER	O	O	O	
giovine	I-PER	O	O	O	
ed	O	O	O	O	
esclamando	O	O	O	O	
con	O	O	O	O	
voce	O	O	O	O	
soffocata	O	O	O	O	
:	O	O	O	O	
--	O	O	O	O	
Per	O	O	O	O	
pietà	O	O	O	O	
,	O	O	O	O	
nascondetemi	O	O	O	O	
,	O	O	O	O	
salvatemi	O	O	O	O	
.	O	O	O	O	

Nel	O	O	O	O	
primo	O	O	O	O	
sbalordimento	O	O	O	O	
,	O	O	O	O	
