I	O	O	O	O	
.	O	O	O	O	

Ogni	O	O	O	O	
volta	O	O	O	O	
che	O	O	O	O	
ricordo	O	O	O	O	
mio	B-PER	O	O	O	
padre	I-PER	O	O	O	
,	O	O	O	O	
lo	O	O	O	O	
rivedo	O	O	O	O	
come	O	O	O	O	
in	O	O	O	O	
quel	O	O	O	O	
giorno	O	O	O	O	
,	O	O	O	O	
presso	O	O	O	O	
la	O	O	O	O	
finestra	O	O	O	O	
del	O	O	O	O	
suo	B-FAC	O	O	O	
largo	I-FAC	O	O	O	
studio	I-FAC	O	O	O	
,	O	O	O	O	
alto	O	O	O	O	
,	O	O	O	O	
aitante	O	O	O	O	
della	O	O	O	O	
persona	O	O	O	O	
,	O	O	O	O	
coi	O	O	O	O	
folti	O	O	O	O	
capelli	O	O	O	O	
brizzolati	O	O	O	O	
che	O	O	O	O	
gli	O	O	O	O	
mettevano	O	O	O	O	
una	O	O	O	O	
specie	O	O	O	O	
di	O	O	O	O	
aureola	O	O	O	O	
attorno	O	O	O	O	
alla	O	O	O	O	
fronte	O	O	O	O	
,	O	O	O	O	
con	O	O	O	O	
la	O	O	O	O	
barba	O	O	O	O	
fluente	O	O	O	O	
su	O	O	O	O	
l	O	O	O	O	
'	O	O	O	O	
ampio	O	O	O	O	
torace	O	O	O	O	
;	O	O	O	O	
e	O	O	O	O	
mi	O	O	O	O	
par	O	O	O	O	
di	O	O	O	O	
sentirne	O	O	O	O	
risonare	O	O	O	O	
la	O	O	O	O	
parola	O	O	O	O	
a	O	O	O	O	
scatti	O	O	O	O	
,	O	O	O	O	
accompagnata	O	O	O	O	
da	O	O	O	O	
vivacissimi	O	O	O	O	
gesti	O	O	O	O	
che	O	O	O	O	
rivelavano	O	O	O	O	
tutta	O	O	O	O	
la	O	O	O	O	
foga	O	O	O	O	
della	O	O	O	O	
sua	O	O	O	O	
anima	O	O	O	O	
forte	O	O	O	O	
ed	O	O	O	O	
equilibrata	O	O	O	O	
.	O	O	O	O	

Era	O	O	O	O	
tornato	O	O	O	O	
da	O	O	O	O	
un	O	O	O	O	
viaggio	O	O	O	O	
in	O	O	O	O	
Francia	B-GPE	O	O	O	
e	O	O	O	O	
in	O	O	O	O	
Inghilterra	B-GPE	O	O	O	
per	O	O	O	O	
affari	O	O	O	O	
.	O	O	O	O	

--	O	O	O	O	
Ora	O	O	O	O	
pensiamo	O	O	O	O	
a	O	O	O	O	
te	O	O	O	O	
!	O	O	O	O	

--	O	O	O	O	
mi	O	O	O	O	
aveva	O	O	O	O	
detto	O	O	O	O	
.	O	O	O	O	

Avevo	O	O	O	O	
compiuto	O	O	O	O	
i	O	O	O	O	
miei	O	O	O	O	
studi	O	O	O	O	
liceali	O	O	O	O	
ed	O	O	O	O	
ero	O	O	O	O	
rimasto	O	O	O	O	
quattro	O	O	O	O	
anni	O	O	O	O	
