PARTE	O	O	O	O	
PRIMA	O	O	O	O	
.	O	O	O	O	

I	O	O	O	O	
.	O	O	O	O	

—	O	O	O	O	
Il	B-PER	O	O	O	
nonno	I-PER	O	O	O	
!	O	O	O	O	

Il	B-PER	O	O	O	
nonno	I-PER	O	O	O	
!	O	O	O	O	

...	O	O	O	O	
Arriva	O	O	O	O	
!	O	O	O	O	

...	O	O	O	O	
È	O	O	O	O	
qui	O	O	O	O	
!	O	O	O	O	

...	O	O	O	O	
Lasciata	O	O	O	O	
a	O	O	O	O	
precipizio	O	O	O	O	
la	O	O	O	O	
finestra	O	O	O	O	
insieme	O	O	O	O	
con	O	O	O	O	
Lauretta	B-PER	O	O	O	
,	O	O	O	O	
ella	O	O	O	O	
si	O	O	O	O	
mise	O	O	O	O	
a	O	O	O	O	
correre	O	O	O	O	
per	O	O	O	O	
le	B-FAC	O	O	O	
stanze	I-FAC	O	O	O	
,	O	O	O	O	
gridò	O	O	O	O	
dinanzi	O	O	O	O	
all	O	O	O	O	
'	O	O	O	O	
uscio	O	O	O	O	
della	O	O	O	O	
mamma	B-PER	O	O	O	
:	O	O	O	O	
È	O	O	O	O	
arrivato	O	O	O	O	
!	O	O	O	O	

...	O	O	O	O	
È	O	O	O	O	
qui	O	O	O	O	
!	O	O	O	O	

...	O	O	O	O	
scappò	O	O	O	O	
a	O	O	O	O	
dare	O	O	O	O	
l	O	O	O	O	
'	O	O	O	O	
allarme	O	O	O	O	
alle	O	O	O	O	
persone	B-PER	O	O	O	
di	I-PER	O	O	O	
servizio	I-PER	O	O	O	
,	O	O	O	O	
e	O	O	O	O	
tornò	O	O	O	O	
verso	O	O	O	O	
la	B-FAC	O	O	O	
sala	I-FAC	O	O	O	
,	O	O	O	O	
chiamando	O	O	O	O	
:	O	O	O	O	
—	O	O	O	O	
Nonno	B-PER	O	O	O	
!	O	O	O	O	

...	O	O	O	O	
Nonno	B-PER	O	O	O	
!	O	O	O	O	

...	O	O	O	O	
Eccoci	O	O	O	O	
,	O	O	O	O	
nonno	B-PER	O	O	O	
!	O	O	O	O	

...	O	O	O	O	
Il	B-PER	O	O	O	
nonno	I-PER	O	O	O	
,	O	O	O	O	
seguìto	O	O	O	O	
dal	O	O	O	O	
portiere	B-PER	O	O	O	
e	O	O	O	O	
dal	O	O	O	O	
facchino	B-PER	O	O	O	
con	O	O	O	O	
le	O	O	O	O	
valigie	O	O	O	O	
,	O	O	O	O	
era	O	O	O	O	
a	O	O	O	O	
mezza	O	O	O	O	
scala	O	O	O	O	
quando	O	O	O	O	
la	O	O	O	O	
vide	O	O	O	O	
scendergli	O	O	O	O	
incontro	O	O	O	O	
.	O	O	O	O	

Abbracciandola	O	O	O	O	
e	O	O	O	O	
baciandola	O	O	O	O	
sulle	O	O	O	O	
due	O	O	O	O	
guancie	O	O	O	O	
,	O	O	O	O	
esclamò	O	O	O	O	
:	O	O	O	O	
—	O	O	O	O	
Teresa	B-PER	O	O	O	
!	O	O	O	O	

...	O	O	O	O	
Come	O	O	O	O	
stai	O	O	O	O	
?	O	O	O	O	

come	O	O	O	O	
sta	O	O	O	O	
la	B-PER	O	O	O	
mamma	I-PER	O	O	O	
?	O	O	O	O	

...	O	O	O	O	
—	O	O	O	O	
Bene	O	O	O	O	
,	O	O	O	O	
