I	O	O	O	O	
.	O	O	O	O	

Anche	O	O	O	O	
quella	O	O	O	O	
sera	O	O	O	O	
,	O	O	O	O	
forse	O	O	O	O	
per	O	O	O	O	
la	O	O	O	O	
centesima	O	O	O	O	
volta	O	O	O	O	
,	O	O	O	O	
la	B-PER	O	O	O	
Teresa	I-PER	O	O	O	
Valdengo	I-PER	O	O	O	
,	O	O	O	O	
sola	O	O	O	O	
nel	O	O	O	O	
suo	B-FAC	O	O	O	
salottino	I-FAC	O	O	O	
verde	I-FAC	O	O	O	
,	O	O	O	O	
rilesse	O	O	O	O	
la	O	O	O	O	
lettera	O	O	O	O	
,	O	O	O	O	
vecchia	O	O	O	O	
di	O	O	O	O	
circa	O	O	O	O	
due	O	O	O	O	
mesi	O	O	O	O	
,	O	O	O	O	
della	O	O	O	O	
sua	B-PER	O	O	O	
amica	I-PER	O	O	O	
Maria	I-PER	O	O	O	
di	I-PER	O	O	O	
Reana	I-PER	O	O	O	
.	O	O	O	O	

Cara	B-PER	O	O	O	
Teresa	I-PER	O	O	O	
mia	I-PER	O	O	O	
,	O	O	O	O	
Ci	O	O	O	O	
scriviamo	O	O	O	O	
di	O	O	O	O	
rado	O	O	O	O	
,	O	O	O	O	
ma	O	O	O	O	
ci	O	O	O	O	
vogliamo	O	O	O	O	
sempre	O	O	O	O	
bene	O	O	O	O	
,	O	O	O	O	
non	O	O	O	O	
è	O	O	O	O	
vero	O	O	O	O	
!	O	O	O	O	

Abbiamo	O	O	O	O	
passato	O	O	O	O	
tanti	O	O	O	O	
anni	O	O	O	O	
insieme	O	O	O	O	
,	O	O	O	O	
abbiamo	O	O	O	O	
avuto	O	O	O	O	
tanti	O	O	O	O	
sogni	O	O	O	O	
e	O	O	O	O	
tanti	O	O	O	O	
pensieri	O	O	O	O	
comuni	O	O	O	O	
,	O	O	O	O	
che	O	O	O	O	
,	O	O	O	O	
a	O	O	O	O	
dispetto	O	O	O	O	
della	O	O	O	O	
lontananza	O	O	O	O	
e	O	O	O	O	
del	O	O	O	O	
tempo	O	O	O	O	
,	O	O	O	O	
possiamo	O	O	O	O	
sempre	O	O	O	O	
fare	O	O	O	O	
assegnamento	O	O	O	O	
l	B-PER	O	O	O	
'	I-PER	O	O	O	
una	I-PER	O	O	O	
sull	O	O	O	O	
'	O	O	O	O	
altra	B-PER	O	O	O	
.	O	O	O	O	

Oggi	O	O	O	O	
son	O	O	O	O	
io	O	O	O	O	
che	O	O	O	O	
faccio	O	O	O	O	
assegnamento	O	O	O	O	
su	O	O	O	O	
te	O	O	O	O	
.	O	O	O	O	

Mio	B-PER	O	O	O	
figlio	I-PER	O	O	O	
Guido	I-PER	O	O	O	
,	I-PER	O	O	O	
il	I-PER	O	O	O	
piccolo	I-PER	O	O	O	
Guido	I-PER	O	O	O	
,	O	O	O	O	
sai	O	O	O	O	
,	O	O	O	O	
